text,label
入赘了为什么要努力养老婆呢该休息看休息,0
宁波三套房，一辆保时捷卡宴，芝麻分300分，可以去面试吗？,0
我不信,0
做上门女婿要有两把刷子，,0
什么时候带我去,0
01想上门当赘婿不要彩礼，,0
哈哈哈 我也想找个能入赘到我家的 两套房一辆宝马 25岁 175身高。喜欢打人,0
彩礼给不给无所谓。真心过日子就行了。,0
28集呢？怎么还没更,0
你来找我，我带你吃好吃的,0
好富态,0
不行让我来吧,0
上门女婿看家庭有的老惨了，有的还是过的不错,0
好丈母娘,0
姐姐我不想努力了,0
明白人,0
东北没那个传统吧,0
98年 安徽人 可入赘  工作稳定  年收入10+  大专  孩子跟你姓 上面三个姐姐 女孩要好 可以倒贴 可以给你彩礼  本人性格好脾气好 特别好相处当过五年兵 三观正 要求女方年龄30一下 看上的可以私聊我,0
你是缺个邻居吧,0
臭妹妹，这么多年没有见面，还是这么水灵，脸上是一点岁月的痕迹都没有，高挑的鼻子，圆润的嘴唇，水灵的大眼睛，如棉花一样雪白的手。黑色乌黑的青丝，穿衣的时尚，此刻此景我想我应该在你身边,0
多么真诚的眼神,0
为丈母娘点赞,0
只要女的知道男多女少就会无羞耻的提条件，再不实际也不要提，有些要么不提，要么就是不嫁，可恶的男多女少的中国现代社会现状,0
丈母娘，也是娘,0
你的舍友怎么什么都是,0
最近老是刷到男模,0
真的假的？我要嫁给你,0
终于老天开眼了,0
温州人想入赘,0
可以入赘吗，我电网的,0
身高181 脾气好 五官也不错 月入五千吧 具体看心情 有没有哪家愿意收我 彩礼吗 给个18.88万就行了 以后孩子跟你们姓 我可以在家带孩子 老婆想干嘛去就干嘛去 绝无二话 一切以老婆为主,0
有人要我嘛 175 65 可以蹲门口吃饭,0
这些人都是怎么长的哟,0
别走，跑，跑起来,0
恭喜恭喜！祝你新婚快乐，百年好合，早生贵子！,0
我是妈妈粉，也被他迷的不要不要的,0
新郎的心情我能理解，大多上门女婿要有能力撑好女方的家和处理得了女方的事。更别说其他，大多男孩成长起来后会把老婆和娃带回根据地！,0
一句真爱，道德礼仪廉耻都可以先靠边,0
身高182，体重152，年方二十二，女方温柔善良就行，,0
最伤父母心,0
"我是说你“反正只是死了一坨肉”那句话，表达的是一坨肉是唯一受到伤害的东西，孕妇受伤不重要....你写着一大段不相关的话我都替你累得慌,孕妇本人被打受的伤在你看来都不是个事呗，还没有那坨细胞重要",0
可是“艺术”如果是在不平等的情况下完成的 那即使画面呈现的是美 它的本质还是丑,0
我的首页言辞激烈表示代孕不能合法的男性博主都是有女儿的→_→,0
农村很多中年妇女没有受到博主一样的教育 没有一技之长 经济都不能独立 离开男人都没法活  还谈什么女权,0
这犯罪这也是胆大包天了 以为全天下女孩都会忍着这事情 魔抓伸向了公主,0
其实可以提一个和保护妇女一样的法律来保护男性啊，为啥非要反对，男女性别中都有渣子,0
有人在看的话，请回复一下。,0
现在也很糟糕啊，公共议题下面互相发标签，男⭕ 女⭕ 然后开骂，没有讨论空间,0
加油啊，离婚冷静期如果今年不修改，参考政策修改的惰性再改变起码要几十年。不能让这件事被淡化。（手动发送，如果重复，实在抱歉）。,0
男女犯罪比例大约5:1。男性犯罪率高也是多种诱因，性别只是其中一部分。而且普通男性也不应该因为男罪犯的存在而收到歧视和语言暴力,0
也有一些人不想要买假货啊，可是有些店铺掺杂着假货，你根本分不清~,0
你忘了传教士教授清朝皇帝数学、天文和立法，教会在中国设立大学和医院。,0
你说得有道理，奶茶（全家）有他们所奉行的成功学和价值观，我只是觉得果断离婚也未尝不符合他们的功利心和利益点。刘强东作为“成功人士”、“精英阶层”的整个人设都已经彻底坍塌了，奶茶自己有颜有资本，分笔赡养费及时拿钱走人，说不定还更能包装出一个“新女性”形象来，何必吊死在这棵树上呢？,0
这种一般是这些企业负责外宣的女的自己找的，之前还有明星粉丝故意多花公司钱的,0
谁以前没得点丑事?不在别人火的时候揭发泼别人冷水，是自己个人的素质。,0
感觉层主自己逻辑不太清，有一种为了反对而反对，为了女权而女权的感觉。,0
小姐姐我发了条私信给你！你可以看一下吗！,0
“女人是被塑造的”这个观念显然也影响到了埃莲娜,0
每次这种事情发生就会有人说这句话……只想说拍你脸上就响，这叫做单方面强迫拍响。,0
"我觉得哈，公开表态后悔跟捐款暗示划清界限的性质基本上没啥区别，都是翻脸不认人罢辽，没差多少，所以感受不到他有多被冤枉什么，当然导演瞎扯还扯什么茶亲自告诉他姐姐你们继续骂这逼就行了,所以导演扫射了一片人，因为里面有茶他就是欺负弱小，行，茶跟人划清界限的时候可能是在期待着导演喜笑颜开地夸他成熟稳重吧",0
要求不高，房子车子彩礼而已,0
父母并不是相亲相爱的。父母并不爱他们的孩子。父母是平凡的普通的人。,0
你可以看一下我和一个博主的对话记录，她因为有这些“婚驴”的称呼和女权分裂。,0
那根本不是亲儿子好吧，是他妈跟自己前男友的儿子。而且恋童癖是改不了的，不可能只犯过一次，就只有这个女的指控过啊,0
谢谢大大！我粉小公举很久了，一直在关注此事……很希望微博里能有更多你这样的人！,0
哈哈哈就原谅伟大的造物主吧,0
林奕含死后她父母告了陈星（现实中的李国华）。陈星说他们是自由恋爱你情我愿，给出的证据是奕含手抄的张悬《关于我爱你》的歌词。“我拥有的都是侥幸啊，我失去的都是人生，因为你担心的是你自己，我爱你”。他说，这是奕含给他的“情书”。 房思琪当然是爱的。她被迫地去爱了。 她强迫自己去爱了。,0
我觉得不像是，就算中间有人挑拨也不过是迟个几年而已，冰冻三尺非一日之寒只能说的确有这样的问题才会引起这么多的风波,0
资本主义的阴谋，女人购买商品的欲望强，这个社会早就在偏向女性了，我们只是争取我们男性本来该有的地位而已。,0
还有养育之苦，我表妹还没出月子，嚎着要去上班，相比照顾孩子，上班实在是太轻松了,0
"老子把你头发剪了，你就开始骗女人了？莫非头发才是你的本体？,咋？微博女权现在沦落到要按头发长短划分阵营了？",0
中国字典不做这种工作的吗？例如加入淋淋啊电鳗什么的,0
现实中社会上都是如此，不必多说，如题,0
真正的男人最后时候还有个中老年入伍的特辑，我也看过，助教是他朋友的儿子…,0
屁事都不懂就在这里瞎说话，不需要眼睛请把它捐给需要的人，谢谢,0
都没看你评论回复一下这个被挂博主调拨男女对立，对底下的评论倒是上心。,0
问题是反讽目的的和新闻没有半毛钱关系。那些说阅读理解不过关的估计是出卷老师，无论是作者还是考生都理解不了他们。顺着新闻意思看下去不，骚扰问题不才是重点吗？要捶的话也该拎出来再建一踮锤啊，就像这里 。,0
我打算明年就去大城市发展了，小地方没意思。反正我反婚，都反婚了，还要什么稳定？哪里钱多去哪里呗！,0
带空格的都阵亡了，目前存活的全都是不带空格的，我不明白我国政府禁这个的目的在哪，可能他们都心虚吧,0
那么日韩港台女权谁支持的！？,0
我愿意去劝她,0
我觉得忠贞不渝的爱存在，但到达这种程度要有一定的经历，不会随随便便就有的。所以不可能上来就爱的死去活来非你不可，而且爱情也有保质期，况且，相当一部分男的觉得爱情和下半身是可以分开的。,0
哇噻～什么年代了，姓什么重要么？家里有王位可以传吗？,0
你要是放欧美说倒还有些道理可寻但是中国丧偶式育儿可是国际上人尽皆知,0
我说你骂了吗？你言语中指的不是极端女权？那些人没骂吗？你不觉得你的逻辑混乱矛盾吗  把别人的话故意曲解添油加醋就是你的逻辑？对每一条客观的评价 戾气都极重  你这样无解的,0
"那就吃瓜看戏啊。被抓进去两个月了，如果没证据，早该出来了。吴秀波也没什么好结果，节目下架了。,她敲诈如果是事实的话，逼急了，狗都跳墙。",0
无聊的争议，性骚扰是单向的，性自由是双向的。 真是弱智的讨论。,0
可这样同妻的权益也没办法保障，被骗婚的，形婚的，而同性婚姻合法，最起码让很多同性可以拥有自己的婚姻，同性婚姻不仅仅是男同还有女同，同性婚姻合法不仅是男同合法，女同也合法,0
她是不是演过一个丑女翻身的电影唱了一首玛利亚,0
"人家没说可不代表不是和母亲姓呢，按照您的逻辑不是黑色就是白色了？颜色那么多，是粉色蓝色紫色不行？,怎么？不在上一条评论里评论了？什么叫结果这帮人自己不改姓，家人亲人不干涉反过来在网上教育别人？不是蠢就是坏？我就和我妈姓，咋滴？合着像你这样说这样就有教育别人的权利了？",0
Me Too从演艺圏扫到了文艺界，接下来就是政治界了，莫怪要连爆一些绯闻来転移,0
终于有一天，男人想起了被女权支配的恐惧,0
保安先生干得好！,0
一种比新冠状病毒更阴险的病毒在中国流行了十年了，感染者会舌苔发白，咳嗦，非常累，腹泻，皮疹，牙疼，喉咙红肿，失眠，口渴，尿黄，尿辔沫，肌肉关节痛，失眠，头晕，头疼，肌肉跳，浑身刺痒。传播途径，呼吸，飞沫，接触传播，粘膜感染。血液，尿液，泪液，精液，唾液，乳汁，粪便，全部有传染性！,0
我觉得冠姓权的事情已经完全偏离了原本的方向，各大论坛之前就闹过一次，这种事情不可能做到人人统一，都是自己家庭内部的事情，自己想追求的可以去追求，但没有必要强迫人人如此,0
离婚前妮可不是A咖，而且汤姆克鲁斯那时是真正的一哥。,0
像微博或者别的网络的地方 我感觉没得下线 我真的惊了 我真的怀疑有没有脑子,0
权力都得靠争取，自己不斗争，得来的也会失去。关键还是经济基础，只有女人和男人有了同样的经济能力，才能政治上平等。这要靠经济发展，城市化，工业化，现代化，北欧国家就是例子。,0
魔女的法庭真的好看！好希望有第二部啊,0
没。谈了十四年生了一儿一女然后和平分手,0
我气死了真的 一边嘲人家t一边维护平权 qtm,0
极端并不能说都怪他们吧 有时候自己也会站在一个角度上去喷 口无遮拦 我想这些底气都来自于是在网上吧 毕竟微博上鱼龙混杂还没人管,0
但是你说的这些，不论是被控性侵还是什么其他的黑点，指控的人能拿出实锤吗,0
是哦，只不过是一边date女友一边date女友的养女而已，真是母女同婿，琴瑟和谐,0
我感觉这些侮辱性的词被滥用容易挑起女性之间的对立，极端的更加极端，逐渐排外，像要求血统纯净。它的攻击性又强，很容易变成标签，让人偷懒不去思考。,0
"纵观历史，没有哪一次权益的争取是平静的。那些超级英雄只活在我们幻想中的世界，现实生活中，请站出来，成为自己的英雄吧。,其实我想每个女性多或多或少的经历过性骚扰吧？有的是言语上有的是实质性的行动。可是沉默却是助长这一不正行为的最好的助推器。害怕什么？别人异样的眼光？实施者的报复？家人朋友的不理解甚至是二次伤害？所以就该忍气吞声么？所以就该逆来顺受么？",0
孔子要知道他的儒家是以“追溯祖先”为基础的能气得掀了棺材板哈哈哈哈哈哈哈哈,0
才华跟人品并不是一个概念。你伍迪艾伦人品怎么样心里没数吗？,0
"被拉黑了回楼下，所以你说的科学常识在哪？就算抛开这件事，女方一定打不了男方的依据是哪里来的？,我劝大家""可能""""我以为""""我觉得""这种毫无根据任凭猜想的话就别乱说了 造谣全凭一张嘴呗就是 键盘这么好敲吗",0
<username> <username>  警察叔叔有人在网上造谣呢，天天说xd什么的影响多不好啊，这么惦记着大麻和吸毒的人警察叔叔可得多留意一下啊,0
你说的轻巧 很多女拳也没有伤人 那不叫黑化 那顶多叫极端防护措施,0
那你多去看看再说吧好不好～才多大年纪就看尽世间沧桑了？？,0
有受到侵害的女性愿意站出来说话的请私信我，力量薄弱积少成多我会把它拍成一个纪录片,0
你也承认彭总是无辜的，事实就摆在这，还有什么好辩驳的？,0
吵架的有，而且很多，你可以去虎扑看看，一说老婆想让二胎跟自己姓的，下面全都是说这跟上门女婿有什么区别，自己的儿子跟别人姓,0
我天，因为一个人调侃自己的一句话，一个字，触动了你们哪根神经？长篇大论洋洋洒洒写那么多！真吃饱了撑得,0
还有梁打光洙耳光那集，池叔都看不过去了。这些都没事，综艺节目就是开玩笑的。我看过韩综用嘴传纸的节目，也有慧晶。也没有怎样。我就想知道现在光洙的事件过去了吗？不会有后遗症吧,0
遵纪守法就可以，其他的自我要求大可不必。混乱中立吧算是～,0
很赞同李健老婆的理论，很早之前的微博了，可惜不更微博，因为一些女性粉丝还会去攻击,0
恐女就恐女呗，这人不是心虚死的吗？他没性侵没事自杀着玩是吗？,0
再来点经典语录,0
被魔鬼摧残了四年的星星，在警察局扇了自己两巴掌才能继续做笔录的星星，再也不会看天空的星星…她看到这篇轻描淡写便把她一生的痛苦、挣扎统统否定的“地摊文学”会作何感想？她还能相信大人，相信这个社会吗？财新的那位记者和编辑脑子里哪怕有那么一丁点想象力和同理心，都不该让这篇文章发出来。,0
我不信米兔找警察找媒体会比键盘侠不负责任地敲几个字容易。我不信大部分女的，会冒着被社会白眼的危险，去这么折腾。但键盘侠会，毕竟什么责任都不用付，他们甚至比受害者还孬种。,0
不一定，我是因为被洗脑这样很浪荡，就条件反射不喜欢，你可能就是讨厌那种音色,0
三观差不多 对金烔完还是放心的 对nh网民不放心啊,0
这是我看过最理性的分析了，谎言终归是谎言！我们不是傻子！我相信恶人一定会有恶报的！,0
当年我一个女同学听到人说就怼回去，男人是钥匙，女人是锁，只听说一个锁几把钥匙，一个普通钥匙难道能开几家的门锁？不就是瞎打比方，谁不会,0
不是说他们离婚的时候，她拿了德普很多钱吗？但我也不是很清楚啦，也是看别人的微博科普的,0
要不我们一起去:我是女的,0
"他们是明星哎。所有的钱都是粉丝给的。甚至是路人给的。为什么不能揭露他们的恶心脸面？难道让更多人继续养他们这些渣才好？,他们是明星哎。所有的钱都是粉丝给的。甚至是路人给的。为什么不能揭露他们的恶心脸面？难道让更多人继续养他们这些渣才好？",0
我真的够一定的无语了 看音源太好找一晚上找出来的毛病吗,0
"哈……我就知道，钢铁直男,是啊，马斯克连结发妻子都能那样对待，怎么可能会帮她，估计玩完就给她一脚踹了",0
这种男人好可怜，为什么不好好爱他呢？,0
蹭热度的人最恶心，这种人我是导演我第一个拉黑你。,0
马蓉生了两个孩子啊，女人生孩子可是鬼门关走一遭，这些付出为什么不被认同？说孩子不是王宝强的，儿子不好说至少女儿绝对是啊长得一模一样,0
看到那男的照片一瞬间我真实的头皮发麻,0
别说女权被污名化，我去年还不知道女权是什么，都不知道这个存在，在QQ群指责一男性发关于猥亵幼女漫图的时候，居然一个女的站出来说我小题大做,0
我之前看到一个调查，说百分之七十的男同都行婚了，这背后是多少幸福被剥削的女性,0
斯嘉丽又不是你们家的人，记者问到了，你自己都交不出证据，她一个外人没证据的情况下说相信自己合作合作多次的伙伴，有什么问题吗？维权可以，别老想着非绑上别人呗,0
为啥跟妈姓就是异类啊。小朋友没那么无聊，尤其如果后面没有无知又嘴碎的大人供他们模仿。,0
答疑君的微博经常会有一些辛辣但是新鲜的观点，个人很受用，谢谢答疑君,0
男人的事儿找男人说去啊，你的好兄弟萌在哪里？,0
微博女权极端么？一年米兔没做两件倒是一直在网暴别人,0
已经踹了，还公开表示艾梅伯女士太自私,0
帮顶，一起去,0
拳师这个概念出来之前就关注过女权，后来钓鱼玩梗各种东西乌烟瘴气全出来了，我是看不懂了，你们🐎也没了,0
emoji精不会打字只会阴阳怪气 说话狗屁不通 说白了抛开棋手身份他也就是个初中学历的屌丝罢了 标点符号都用不明白,0
第一个视频好像看过，打着打着突然讲起武德了,0
我刚刚在定演讲的topic我们小组两个讲女权一个讲性q 我讲放下手机 好弱,0
活着就是“极端”女权，死了就是终身女权。,0
“我们有权利自由发表看法”“那我们也有权利指出你们的错误啊”“你们没有，因为我们有权利自由发表看法”,0
难道女权是指定规则的人嘛，在热门看到你这引战就烦,0
你说得这是做人的基本德行，跟男女有什么关系？你一辈子只能看见男的做好事女的做恶？,0
我妈也是这个意思 我说我嫁过去要给别人洗衣服 我妈说那我给你买个好点的洗衣机,0
他以前宣传自己挺“真正女权”的时候，发过校卡还是毕业证，嗯嗯，二本吧，没用心记是啥学校😅,0
前者加重对女性的精神依赖（无非是围绕着饥渴和厌恶这两种状态），后者摆脱对女性的精神依赖导致的对自己生活和思想的束缚。,0
刚才在艾莎.阿基多的那条下面看到有人说，当年为什么不去控告？现在这个就是当年当月就控告的了呀！,0
真是厉害  骂完别人就删博然后在自己微博里卖惨不知道的以为你多委屈呢,0
想要民智开，以现在的国民平均水平，起码再等100年吧,0
我一直觉得，女权的核心是平权…不是用性别扯旗最大化自己的利益。,0
生产力是觉醒的物质基础。讲生产力并不代表否认觉醒，讲觉醒必须承认生产力的物质基础。物质决定意识的事情，本就没有单个存在的情况。为啥好像要把这两件事割裂开呢？,0
中世纪基督教手上沾的血半点不必伊斯兰教少。新西兰穆斯林枪击大屠杀犯罪者是“白人至上”主义者,0
强烈同意第三，不管做过什么合作的演员不应该有感情么，翻脸不认人，人和人之间的感情都不讲还搞大运动讲大是大非，瞎眼了。,0
狗崽子这句换nh戏精们来看是不是也得算歧视小动物了,0
既然“胎儿不是独立的人，离开母体无法存活”的说法丧失医学根据，那就让胎儿离开母体存活去呀,0
唉…我第一次看到婚驴这个词是在一个女权博主的评论里。当时有一位被家暴的女性求她帮忙扩散一下信息，结果回复里大面积地嘲笑她“婚驴”“自作自受”，完全是一种居高临下，我帮你是施舍你的姿态。当时给我感觉特别不适所以对这个词印象也很差,0
"我该解释的解释清楚了，怎么得你没听清楚就说我不回应？两边都发了我看不止她一个人吧？我从来不赞成把撕逼闹到超话，拜托最开始是你把受委屈的脾气发到超话说封文的,哟，您对我也挺真爱的，这还直接挂上了，好像说过你的也不止我一个吧，怎么就值得您挂呢，是不是知道这样有可能被我回挂呢,我在说这个话的时候，你可还没禁止，那时候不止一个人在昭惜cp撕我把，事实就是这样有什么脸疼的,这个地方，反正我的意思就是，你们要在昭惜cp撕逼就随你们，你再断章取义我也不能这里被你扣帽子，有意思吗抠字眼,大哥，你就这么断章取义吗，那是因为你们当时本来就一直在昭惜cp超话撕，后来等我说了那个话，你才说大家不要在昭惜cp撕了，怎么就成了我号召？我的意思是随你们在昭惜cp撕好不，总之我说什么你不也都不信",0
之前还没看过，，为了跟上话题我特地找了一集看看，，还不错，，,0
"为啥韩国娱乐圈最近扎堆曝光性侵！中国的都是曝光的出轨！最近曝光的少说就有6.7个了韩国,十年前为啥这几天才曝光？没有任何惩罚还继续赚了十几年钱！",0
妇女权益保障法（修订草案）征求意见正在进行中，大家有意见赶紧去提！,0
适当折腾，可谁能保证“适当”二字？又有谁能似老毛那样的威望和掌控全局的能力？,0
说实话字太多了看不下去但是我知道你在喷婚姻哈哈哈,0
你从张家界出发的吗？,0
"哎呦，奴才还当出优越感了，可以可以，不愧是条好狗，可以捍卫主人利益了。不过可当心打不到主人先打狗啊,你这些郭嘉早就提前想好了，法律禁止产前性别检测，懂了吧",0
对立产生的前提是对抗，女人好好当男人的奴才不说主子一句不是，那的确没有对立,0
接触到黑暗面就黑化的人，其本身就是弱小扭曲的存在。人生在世，不如意十之八九，经历了一些困难和波折就选择厌世的人，也不见得在阳光下能对社会有什么正面的作为,0
我本身是个女权主义者，也希望为女权做出努力，但绝对不是这种破坏真正女权的伪女权。,0
"你没必要连发四条，我只觉得你想展现自己跟那些网民不一样而已，顺带提一句罗这事我没发表过任何评论，现在评论不是时候。,他们的预设立场是罗没干这事，你的预设立场是罗干了这事，都一样。",0
他从之前被骂到现在都不知道自己错在哪里了，不知道反省自身，还怪别人一直喷他，真的很无语,0
借个楼哈，原贴被删我就在这里发了。这个人把我恶心到了。,0
楼中楼更有意思,0
沙特大佬也是属于光给钱，不看人的，我觉得沙特有必要在975，211校招一下，别什么智障都招,0
trans的性别错置，不是女性造成的。对trans的偏见和欺辱，大部分也是现存父权体制下，二分的僵化性别刻板形象延伸的后果，而女性本身也是这个体制里的弱者。本来方向是一致的，非要踩一脚女性，那个TERF的标签真的太贱了。,0
真的，这就是一波吸血反杀，现在提女权大部分人都是不好的印象了，烦,0
哈哈，还不明白嘛，你要是能使他们不跑偏，那营销号还怎么找流量恰烂钱？只要是在这世界上发生的，yxh就能迅速发博，哪怕steam是个游戏,0
认同、支持财新意淫的人，是帮凶，是从犯，是另一群n号房会员！,0
给你一个送我彩礼的机会,0
说个真实的，表妹那边的亲戚，女，现在大概30，父母患病，且父亲好堵，欠下很多债，有个哥哥大约初中毕业，无业。此女本科毕业进入银行颇受重用。然后挪用公款千万买彩票想着中大奖公款还回去还能还父债,0
合不来的就不要深交 直接告诉她你可以反对但请你学会尊重他人,0
没错，我也这么认为，我当时跟他走在街上，就跟他说是两个恶魔在街上走。哈哈哈哈哈哈！！单纯这么一个男人是伤害不到我的，我谢谢你替他说话,0
都是网络段子,0
啧啧，瞧他又肥又丑还生不了孩子的烂牙签肥蛆样，可不是白活一场？建议就地自杀以为社会文明进步作出贡献//,0
只同意那句“你结婚都不怕，还怕什么呢”这是友军吧,0
"一个名词加个前缀“田园”能表反意？那之后再造几个词“田园自由主义者”“田园无产主义者”？,还是说当有人自称为“女权”的时候，其他人都不会自己做出判断这个人是不是女权的判断？",0
反正我不结婚了，这辈子就这样吧,0
虽然很气但是好希望能回归啊，没有杰克船长的加勒比算什么加勒比,0
双向关注也不能证明什么，特别经过袋鼠那扩列的，虽然以观察世界为出发点，但是也没必要给自己找不痛快。,0
首先，命最大。女人被害绝大多数是男的干的。你这种话，好像对女人不好的女性全部消失，女性地位会更好一样。,0
？你算什么照照镜子你可能还没我兄弟乃至我女装漂亮还什么今天女人和我说话最多，我一个饭局都懒得去的喜欢宅家里不想和人交流的你叫什么呢p话说白了你就是我消遣的方式继续我去辔个茶别停,0
没说归没说，但是Woody就是这么理解茶的态度的。茶发声是在twitter发的，你认为一个八十几岁的老头子会上推特？Woody可能就是听别人说谁谁谁挺他啦，谁谁谁后悔合作啦。加上一句茶没说的也情有可原。这属于写书时查资料不严谨的错误。,0
没事没事😂，但作为外人根据已有证据来看伍迪艾伦是无罪的，但事情很罗生门。我是wa粉丝，且所有证据wa都有合理解释，所以没有更有力石锤前我认为他是清白。（建议可以搜搜有关分析来看）,0
此文是啥他m逻辑？说物以稀为贵不对，说人以稀为贵总对吧？总之，供不应求，必然高价，有啥好说的？,0
我弟一儿一女。儿子随母姓，闺女随爸姓，两家都没意见。这都是商量来的事，博主说的特别对,0
服务不满意我可以辞退不？工作不是先工作再给工资啊，，见过预支工资十年的公司？，，一个月给你工资呗，，什么彩礼？,0
"不用和他浪费口水。 像这种不长脑子博人眼球的。举报,举报她就对了",0
大伙集合了,0
我既不想被男权定义，也不想被女权定义，我只是在各种利益间艰难做选择的普通人罢了。,0
我对烟味很敏感，一闻到就觉得呼吸困难……最害怕边走边抽、楼道里聚众抽烟的……,0
扯性别歧视梗？那你只能拿出大杀器了：性取向歧视。她们这样，是对LGBTQ的极大不尊重！！！,0
就算要职业歧视，划分三六九等，火神山上的男工又比护士高贵在哪里呢,0
笑死，谁还不曾经是个平权咋地，都是被逼的,0
第一印象影响了出发点，你就会不自觉的走偏,0
是要经历很多困难，但会越挫越勇。可能是我的性格比较女汉子，也很自强自立。所以常常被认为不需要被照顾啊，就酱紫养成了独来独往的性格，到新环境里被很多人关心，常常很不舒服。我生长在潮汕，家里女儿就我一个，并没有重男轻女，但是我爹啊，常会说如果我是男孩就好了，可以不用出嫁，常伴他身旁。,0
他家有出产一些内容不错的节目，其他就算了，之前还说兰兰是左宗棠鸡,0
今时不同往日,0
对，女权市场这么盛行，不是没有原因的。,0
一个有名的女性一旦和女权有些关系，就会遭到无数攻击和诽谤这件事其实本身就显得可笑又可悲。断章取义也好，无的放矢也罢。即便许多人不留余地地抹黑她的形象，她在我心里依旧是强大且温柔的。就演技而言一般般，就容貌而言足够动人。但就人品而言，确实是令我钦佩且信服的 。,0
我也这么觉得 抱着禁忌的态度去认识 所以更把性想的见不得光了,0
二审终审，没有三审了，除非去申诉或者提起再审。法院也是烦不胜烦哦，多一事不如少一事，不过她虽然说自己不支持代孕，但我觉得通过这些事，可以说是支持代孕实锤了。,0
我们女性是活在了伪公平公正伪法律的社会,0
小图推的书都好合我口胃，昨天刚买了一本，今天又要买买买。,0
斯佳丽是伍迪艾伦朋友啊，还是关系特别特别好的那种，你巨好的朋友出了这种事，在根本啥证据都没有的情况下，你们这些喊着让斯佳丽跟伍迪艾伦划清界限的人，是会直接就放弃你朋友对吧？我真为你们的朋友感到悲哀。哦也许你们根本就没有朋友。,0
因为女婴被堕胎的事件很多所以要堕男胎 这种行为怎么看都是错的呀,0
的确是混乱略显幼稚的剧情 但抵挡不住拉二的魅力啊哈哈哈哈 全程古埃及的爱撑起阅读兴趣,0
刀子挥向别人时一点事没有滴,0
因为以前男的也是这么说女的的    所以反讽很正常啊,0
谢谢你的科普，但没人讽刺女权/田园女权，而且现在这个不是重点…但是这个完全不是女权不女权的问题，也不想在这个问题上延伸，我们这里只是在说一个抄袭还不认错的人而已，建议你别掺合了免得误伤,0
？不是杠，我觉得说的巨对，但看报道，她妈妈没有要摆脱负担啊？知道女儿被害也一直在照顾女儿，找警察啥的。是被鲍毓明骗（保证让女儿考上名牌大学），会让爷爷奶奶照顾星星，母女通话他也监视啊,0
最好不要聊敏感话题，不然被拉去冲业绩就好笑了,0
666，果然我们下一代还是明理的,0
虽然被喜欢感觉很好，但我也很讨厌异性不友善的“凝视”与被不尊重的不适感，也曾想过，难道要放弃变得好看吗？消除掉自己身上或许会成为目标的特性，可是那样也会使得自己在别的层面上受伤，所以我选择接受这一切，在“知“的情况下快乐的，保护好自己。,0
我们都在成长呀，不要太责怪自己。有一个人发声就是一道光，努力帮到现在受到欺负的女孩。,0
Jenner白手起家，哈哈哈哈，不是每个白手起家的人都可以成为亿万富翁的😂,0
做了人类想成仙，生在地上要上天——鲁迅 有些人的脸，丑得像一桩冤案——木心 对于丑人，细看是一种残忍——钱钟书 我想啐你，又怕玷污了我的唾沫——莎士比亚 仅供参考,0
用我的小id来证明，水哥不是直男癌[应援],0
游戏输赢看的这么重要还要逞一时之气又幼稚又可笑，不要把情绪浪费在这样的人身上,0
个人为什么要借助集体的力量，因为加害人和受害人都知道，跟加害人对抗，受害人只会更惨。这个活动之所以能发展，是因为真正的受害人不能靠将来的“更好”聊以慰借，这份伤害于受害人是真真切切的……能够准时的正义不能寄托将来。集体里有浑水摸鱼的人真的很普遍，这就是证据于真相的意义。,0
所以说公众平台有什么意义？大家都发发天下和谐的文章好了，报警无人受理，现在连说话的权利也没有了，干脆点大家都祈祷自己运气好不会遇到这种事好了，遇到了就直接给对方一脚让他断子绝孙吧，毕竟也只能自己帮自己报仇了,0
大众缺乏个人实现的途径，意味着社会在固化,0
当有更多的男性关注你，那时我才会觉得这个社会是真的在进步，关注你我觉得很幸运,0
感觉光荣的可能是 揭露的权利 就像反腐 被暴露越多 说明人民在行使监督的权利,0
"以及……我逛乙女tag不是为了治愈一下因看太多负面新闻有点疲惫绝望的心么？为什么我要在这个tag里继续看女孩子怎么被侮辱？这种tag不是应该是放肆“我可以”“我又好了”的地方么？,女性向的游戏，女主却靠着男人走出自卑走出阴影？作者本意是安慰那些受过伤害的女孩子？呸。这种文章不配代表受害者发言，真正被伤害到的人不会感觉被安慰，只有伤口一次次被揭开的痛苦。还是那句话，世上没有完全的感同身受，不要用你贫瘠的想象去揣度他人的内心想法。",0
淦 当时他演魏婴的时候我觉得他还挺好看 我操 魏婴风评被害,0
有则改之，无则加勉。这种最基本的认识都没有，真是令人失望,0
她说川普当选总统的话她会移民到新西兰，结果就没下文了！,0
這名字取得不錯，像我這樣的網名根本不敢上網發聲,0
热知识:笑话要别人觉得好笑才是笑话。而不是发表了不正当言论却说我是玩梗你不懂你老了。,0
还呗，不是爱得死去活来嘛。站街赚钱来得快，赶紧的,0
品行不端的艺人真的应该收敛一点，自己做了什么事自己心里没点逼数么，还那么狂拽酷炫吊炸天的样子，实在无法理解。咱们娱乐圈真的太宽容了，估计有性侵事件爆出来，也会被说成“是那些坏女人勾引我家爱豆的”,0
理客中是这样的,0
早年读《红楼梦》都是囫囵吞枣粗枝大叶，里面的玄机奥妙浑然不知，幸有先生为我们指点迷津，才得妙趣………，感谢先生～～,0
